,accepts credit cards,accepts bitcoin,accepts insurance,accepts apple pay,alcohol,by appointment only,caters,coat check,delivery,dogs allowed,hair types specialized in,happy hour,has tv,outdoor seating,parking,bike parking,smoking allowed,take-out,takes reservations,drive-thru,waiter service,wheelchair accessible,wi-fi,opened 24hrs,gender neutral restrooms,ambience,attire,best nights,good for dancing,good for groups,good for kids,good for,music,noise level,price range,has pool table,price_range,health_score,overall_rating,overall_reviews,restaurant_link
41270891,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,Yes,,,No,Free,,,"Divey, Casual",,"Thu, Fri, Sat",,Yes,,,,Loud,,No,Moderate,A,3.5,207,https://www.yelp.com/biz/whiskey-trader-new-york?start=0
50059202,Yes,,,No,Full Bar,,No,,Yes,,,Yes,No,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,No,,,"Casual, Trendy",,,No,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,4,336,https://www.yelp.com/biz/nickel-and-diner-new-york-2?start=0
40513164,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,"Garage, Street",Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,3.5,557,https://www.yelp.com/biz/mcgees-pub-new-york-2?start=0
50080157,Yes,No,,Yes,Full Bar,,Yes,,No,No,,Yes,No,No,Street,No,,Yes,No,,No,Yes,Free,,Yes,,,,,,,,,,,,,A,5,1,https://www.yelp.com/biz/cleaver-counter-new-york?start=0
41586885,Yes,,,No,Full Bar,,Yes,Yes,No,,,Yes,Yes,No,Garage,Yes,,No,Yes,,,,Free,,,"Classy, Upscale",Dressy,"Mon, Fri, Sat",No,Yes,No,Dinner,,Average,,,$31-60,A,4,509,https://www.yelp.com/biz/the-capital-grille-new-york-3?start=0
41351040,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,B,3,195,https://www.yelp.com/biz/hudson-view-restaurant-new-york?start=0
40666183,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,Free,,,Casual,,,,Yes,,,,Quiet,,No,Inexpensive,A,4,76,https://www.yelp.com/biz/queen-vic-new-york?start=0
41519587,Yes,,,No,,Yes,,,,,,,,,Street,Yes,,,,,,,No,,,,,,,,,,,Loud,,,Moderate,C,3.5,427,https://www.yelp.com/biz/blind-barber-new-york?start=0
41707677,Yes,No,,Yes,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,Yes,,,,Free,,,Casual,Casual,,,Yes,No,"Brunch, Dinner",,Average,,,$11-30,A,4,630,https://www.yelp.com/biz/boulton-and-watt-new-york?start=0
50018989,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,A,4,39,https://www.yelp.com/biz/fairfield-inn-and-suites-marriott-new-york?start=0
40623604,Yes,,,No,Full Bar,,No,,Yes,,,Yes,No,Yes,Street,Yes,,Yes,No,,,,No,,Yes,Casual,Casual,,No,Yes,Yes,Brunch,,Average,,No,$11-30,A,3,506,https://www.yelp.com/biz/french-roast-uptown-new-york-2?start=0
41023740,Yes,,,No,No,,Yes,,Yes,,,No,Yes,No,Street,Yes,,Yes,No,No,Yes,,No,,Yes,Casual,,,,No,Yes,"Breakfast, Brunch, Lunch",,Average,,,Under $10,A,4.5,800,https://www.yelp.com/biz/johnys-luncheonette-new-york?start=0
41630558,Yes,,,,Beer & Wine Only,,Yes,,Yes,,,,No,No,,No,,Yes,No,,No,,No,,,Casual,Casual,,,No,Yes,Lunch,,Loud,,,$11-30,B,3.5,95,https://www.yelp.com/biz/tri-tip-grill-new-york-2?start=0
41228760,Yes,,,,Full Bar,,No,No,Yes,,,Yes,Yes,No,,Yes,,Yes,Yes,,Yes,Yes,No,,,Casual,,,No,Yes,Yes,"Breakfast, Late Night",,Quiet,,No,$11-30,A,3,81,https://www.yelp.com/biz/the-kitchen-sink-new-york?start=0
40512297,No,,,,Full Bar,,,,,,,Yes,Yes,No,Street,No,,,,,,,,,,Divey,,,,Yes,,,DJ,Average,,Yes,Moderate,A,3,120,https://www.yelp.com/biz/barracuda-new-york?start=0
40946956,Yes,,,,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,,Divey,,,,Yes,,,,Average,,No,Inexpensive,A,4,90,https://www.yelp.com/biz/b-side-new-york?start=0
50037614,Yes,,,Yes,Full Bar,,Yes,Yes,No,Yes,,Yes,No,Yes,"Garage, Street",Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Trendy,Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Dinner",,Average,,No,$11-30,A,3.5,190,https://www.yelp.com/biz/the-daisy-new-york?start=0
41622776,Yes,,,No,,,No,,Yes,,,,No,No,Street,Yes,,Yes,,,,,No,,Yes,Casual,Casual,,,No,No,"Brunch, Dinner",,Average,,,$11-30,A,4.5,401,https://www.yelp.com/biz/cafe-triskell-astoria?start=0
50036696,Yes,,,,Full Bar,,Yes,,Yes,No,,,No,No,Street,No,,Yes,Yes,,No,,Free,,,"Casual, Classy",Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner, Dessert",,Average,,,$11-30,,4,204,https://www.yelp.com/biz/friedmans-new-york-63?start=0
50058810,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,2.5,6,https://www.yelp.com/biz/grand-slam-banquet-hall-new-york?start=0
41470760,Yes,,,Yes,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,,Casual,,"Mon, Fri, Sat",Yes,Yes,,,DJ,Average,,No,Moderate,A,3.5,34,https://www.yelp.com/biz/the-tool-box-new-york?start=0
40399057,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,Yes,Divey,,"Thu, Sat, Sun",,Yes,,,Juke Box,Average,,No,Inexpensive,A,3.5,75,https://www.yelp.com/biz/9th-avenue-saloon-new-york?start=0
41074013,Yes,,,Yes,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3,98,https://www.yelp.com/biz/cafe-manhattan-new-york?start=0
40367373,Yes,,,No,Full Bar,,No,,Yes,,,Yes,Yes,No,Street,Yes,,Yes,Yes,No,Yes,,Free,,Yes,Casual,,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,293,https://www.yelp.com/biz/jackson-hole-new-york-7?start=0
40385161,Yes,,,,Full Bar,,No,,No,,,Yes,Yes,No,Street,No,,No,No,,,,No,,,,Casual,,,No,No,,,Loud,,No,$11-30,A,3.5,87,https://www.yelp.com/biz/automatic-slims-new-york?start=0
40750264,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2,2,https://www.yelp.com/biz/time-square-cafe-new-york?start=0
40369940,Yes,,,,No,,No,,No,,,,No,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,143,https://www.yelp.com/biz/the-new-amity-restaurant-new-york?start=0
40732696,Yes,No,,No,,,,,,,,,,,,Yes,,Yes,No,,,Yes,,,,,,,,,Yes,,,,,,Under $10,A,4,27,https://www.yelp.com/biz/giacomo-fine-foods-new-york?start=0
40906725,Yes,,,,,,Yes,,Yes,,,,No,No,,,,Yes,No,,,,No,,,,Casual,,,No,Yes,,,Average,,,Under $10,,3,1,https://www.yelp.com/biz/washington-square-cafe-newark?start=0
50062385,Yes,,,Yes,,,Yes,,,,,,,No,,Yes,,Yes,,,,,Free,,Yes,,,,,,,,,,,,Inexpensive,A,3,72,https://www.yelp.com/biz/starbucks-new-york-149?start=0
40401453,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,Yes,Street,Yes,,Yes,No,,,Yes,Free,,,"Divey, Casual",Casual,"Thu, Fri, Sat",No,Yes,No,Late Night,,Loud,,No,$11-30,A,3.5,430,https://www.yelp.com/biz/jakes-dilemma-new-york?start=0
41629513,Yes,,,,No,,Yes,,No,,,,No,No,Street,No,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,3.5,51,https://www.yelp.com/biz/pret-a-manger-new-york-55?start=0
41202176,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,,Yes,,Yes,Yes,,Yes,,No,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,340,https://www.yelp.com/biz/teds-montana-grill-new-york-new-york?start=0
50036129,Yes,,,,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,No,,,,,,,A,4,17,https://www.yelp.com/biz/bistrot-leo-new-york?start=0
50003842,Yes,No,,No,Full Bar,,No,No,No,No,,Yes,Yes,Yes,Street,No,,Yes,Yes,,Yes,Yes,Free,,Yes,"Casual, Trendy",Casual,,No,Yes,Yes,"Breakfast, Brunch",,Average,,No,$11-30,,3.5,59,https://www.yelp.com/biz/t45-new-york-2?start=0
41317579,Yes,No,,No,Full Bar,,,Yes,,,,Yes,No,No,Street,Yes,,,Yes,,,Yes,No,,Yes,Casual,,"Thu, Fri, Sat",No,Yes,,,,Loud,,No,Moderate,A,4,465,https://www.yelp.com/biz/the-belfry-new-york?start=0
40566482,Yes,,,,,,No,,No,,,,,,,No,,Yes,No,,,,No,,,,,,,Yes,Yes,,,,,,Under $10,A,2,17,https://www.yelp.com/biz/kfc-new-york-32?start=0
41714341,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,,No,,Yes,Yes,,,,Free,,,"Casual, Touristy",Casual,,,Yes,Yes,Dinner,,Loud,,,$11-30,A,3,339,https://www.yelp.com/biz/planet-hollywood-new-york?start=0
41479731,Yes,,,No,Full Bar,,Yes,,No,,,Yes,Yes,Yes,Street,Yes,,Yes,No,,,,No,,,"Divey, Casual",Casual,,,Yes,No,,,Loud,,No,Under $10,A,3.5,104,https://www.yelp.com/biz/stillwater-bar-and-grill-new-york?start=0
50076151,Yes,,,No,Full Bar,,Yes,,No,,,,No,Yes,Street,Yes,,No,Yes,,,,Free,,Yes,"Trendy, Upscale",Dressy,"Fri, Sat, Sun",Yes,Yes,No,Brunch,DJ,Loud,,No,$31-60,A,3.5,598,https://www.yelp.com/biz/bagatelle-ny-new-york-4?start=0
41597250,Yes,No,,,Full Bar,,,,Yes,No,,Yes,,Yes,Street,,,Yes,Yes,,Yes,,Free,,,,,,,No,No,,,,,,$31-60,A,3,38,https://www.yelp.com/biz/oxbow-tavern-new-york-2?start=0
40383511,Yes,,,No,Full Bar,,,,,,,,No,No,Street,No,,,No,,,,No,,Yes,Casual,,"Mon, Fri, Sat",No,Yes,No,,Live,Loud,,No,Moderate,B,3.5,236,https://www.yelp.com/biz/brandys-piano-bar-new-york?start=0
40398690,Yes,No,,No,Full Bar,,,,,,,,Yes,No,Street,No,,,No,,,,Free,,,Divey,,,No,Yes,,,Juke Box,Loud,,Yes,Inexpensive,A,3.5,241,https://www.yelp.com/biz/doc-hollidays-new-york?start=0
50003624,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,No,No,,No,,,Casual,Casual,,,No,Yes,Lunch,,Average,,,Under $10,A,4.5,1440,https://www.yelp.com/biz/breakroom-new-york?start=0
40738920,Yes,No,,No,Full Bar,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",,Yes,No,Late Night,,Average,,No,$11-30,A,4,320,https://www.yelp.com/biz/george-keeley-new-york?start=0
50057332,Yes,,,No,Full Bar,,Yes,,Yes,,,,No,No,Street,No,,No,Yes,,,,Free,,Yes,"Trendy, Classy, Upscale",Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,3.5,326,https://www.yelp.com/biz/antica-pesa-brooklyn-3?start=0
50072059,Yes,,,,No,,Yes,,No,,,,No,No,Street,No,,Yes,No,,,Yes,Free,,,,Casual,,,Yes,Yes,Lunch,,,,,$11-30,A,4.5,42,https://www.yelp.com/biz/dig-inn-new-york-24?start=0
41222832,Yes,,,No,Full Bar,,,,,,,No,No,No,Street,No,,,,,,,,,Yes,Casual,,"Mon, Fri, Sat",No,Yes,No,,,Average,,,Moderate,B,2.5,397,https://www.yelp.com/biz/broadway-comedy-club-new-york?start=0
40955456,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Ultra High-End,,4,64,https://www.yelp.com/biz/the-mercer-hotel-new-york?start=0
41705503,Yes,,,,Beer & Wine Only,,,No,,,,Yes,Yes,No,,Yes,,,No,,,,No,,,Intimate,,"Thu, Fri, Sat",,Yes,,,,Average,,,Moderate,A,4,67,https://www.yelp.com/biz/vanguard-wine-bar-new-york?start=0
50032827,Yes,No,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,No,"Street, Validated",No,,Yes,Yes,,Yes,Yes,No,,,,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,3.5,331,https://www.yelp.com/biz/the-ribbon-new-york?start=0
41202797,No,,,No,Beer & Wine Only,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,Yes,Casual,,"Thu, Fri, Sat",,Yes,,,Juke Box,Average,,No,Moderate,A,4,222,https://www.yelp.com/biz/marshall-stack-new-york?start=0
50038108,Yes,No,,Yes,Beer & Wine Only,,,No,,Yes,,Yes,No,Yes,,No,,,No,,,Yes,Free,,Yes,"Casual, Intimate, Classy",,Fri,No,Yes,,,,Quiet,,,Moderate,A,4.5,34,https://www.yelp.com/biz/142-sullivan-new-york-5?start=0
50050961,Yes,No,,,Full Bar,,Yes,Yes,Yes,No,,Yes,Yes,No,"Garage, Street",Yes,,Yes,Yes,,Yes,Yes,Free,,,Trendy,Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Lunch, Dinner",,Average,,No,$31-60,,3.5,327,https://www.yelp.com/biz/union-fare-restaurant-new-york?start=0
50071839,Yes,,,,Full Bar,,Yes,,Yes,No,,,No,No,Street,No,,Yes,Yes,,No,,Free,,,"Casual, Classy",Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner, Dessert",,Average,,,$11-30,,4,204,https://www.yelp.com/biz/friedmans-new-york-63?start=0
40645474,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,Breakfast,,Quiet,,,$11-30,A,3.5,94,https://www.yelp.com/biz/old-johns-luncheonette-new-york-2?start=0
41623475,Yes,,,No,No,,Yes,,Yes,,,,No,No,Street,No,,Yes,No,No,,,Free,,,Casual,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,3.5,183,https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-5?start=0
50072034,Yes,,,No,Full Bar,,No,No,,,,Yes,Yes,No,,Yes,,,Yes,,Yes,Yes,Free,,,"Casual, Classy",Casual,,Yes,Yes,Yes,"Lunch, Dinner",Live,Loud,,No,$11-30,A,3.5,93,https://www.yelp.com/biz/opry-city-stage-new-york-3?start=0
50047583,Yes,,,No,Full Bar,,Yes,,No,,,,No,Yes,Street,Yes,,No,Yes,,,,Free,,Yes,Trendy,Casual,"Fri, Sat, Sun",No,Yes,No,Dinner,,Average,,No,$31-60,A,3,583,https://www.yelp.com/biz/the-john-dory-oyster-bar-new-york?start=0
41680620,Yes,,,No,Beer & Wine Only,,,,,,,Yes,No,Yes,Street,Yes,,,No,,,Yes,No,,,"Casual, Touristy",,,,Yes,,,,Average,,,Moderate,,3.5,50,https://www.yelp.com/biz/terroir-at-the-porch-new-york?start=0
50035739,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,No,,Yes,No,No,Street,Yes,,Yes,No,,No,No,No,,Yes,Casual,,,,No,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,228,https://www.yelp.com/biz/bec-new-york?start=0
40957772,Yes,No,,,Full Bar,,,,,,,,No,No,Street,Yes,,,Yes,,,,No,,Yes,"Hipster, Casual",,"Tue, Wed, Thu",,Yes,,,,Average,,No,Moderate,A,4,282,https://www.yelp.com/biz/nurse-bettie-new-york?start=0
41218434,Yes,,,,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,,No,No,,Yes,Casual,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,3,148,https://www.yelp.com/biz/gigi-cafe-new-york-3?start=0
41263879,Yes,No,,No,Full Bar,,Yes,,Yes,,,,Yes,Yes,"Street, Private Lot",Yes,,Yes,Yes,,,,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",,Yes,No,,,Average,,No,$11-30,A,3.5,413,https://www.yelp.com/biz/the-half-pint-new-york?start=0
40943615,No,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,No,,,Divey,,"Thu, Fri, Sat",Yes,Yes,,,Live,Loud,,No,Moderate,A,4,458,https://www.yelp.com/biz/ottos-shrunken-head-new-york?start=0
41706596,Yes,,,,No,,Yes,,Yes,,,,No,No,,Yes,,Yes,No,,,,Free,,,Casual,,,,No,Yes,Lunch,,Average,,,Under $10,A,3.5,67,https://www.yelp.com/biz/cafe-today-new-york?start=0
50032938,Yes,No,,No,Full Bar,,No,No,Yes,No,,Yes,Yes,Yes,"Garage, Street",No,,Yes,Yes,,Yes,No,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,Dinner,,Average,,No,$11-30,A,4,1264,https://www.yelp.com/biz/cask-bar-and-kitchen-new-york?start=0
50039131,Yes,,,,No,,No,,Yes,,,,No,No,,,,Yes,No,,No,,No,,,Casual,Casual,,,Yes,Yes,,,Average,,,$11-30,,3.5,17,https://www.yelp.com/biz/pret-a-manger-new-york-79?start=0
50000832,Yes,No,,No,,Yes,,,,No,,,,,,,,,,,,Yes,No,,,,,,,,Yes,,,,,,,A,4.5,93,https://www.yelp.com/biz/lyric-theatre-new-york?start=0
40359480,Yes,No,,No,Full Bar,,Yes,,Yes,No,,,Yes,Yes,Street,No,,Yes,Yes,,Yes,Yes,Free,,Yes,"Casual, Trendy",Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,4,506,https://www.yelp.com/biz/tacuba-hells-kitchen-new-york?start=0
40723673,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,Yes,,,,Free,,,Casual,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Loud,,Yes,Moderate,A,3.5,512,https://www.yelp.com/biz/the-fat-black-pussycat-new-york-2?start=0
41029356,Yes,No,,No,Full Bar,,,,,,,,No,Yes,Street,Yes,,,No,,,,Free,,Yes,Casual,,"Fri, Sat, Sun",No,Yes,No,,Live,Loud,,No,Moderate,A,3.5,268,https://www.yelp.com/biz/the-duplex-new-york?start=0
40923811,Yes,No,,No,Full Bar,,,,,,,,No,No,Street,Yes,,,,,,,No,,Yes,Casual,,"Thu, Fri, Sat",,Yes,,,Background,Very Loud,,No,Moderate,A,3.5,152,https://www.yelp.com/biz/black-door-new-york?start=0
50037442,Yes,No,,No,Full Bar,,Yes,No,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Average,,,$11-30,A,3.5,207,https://www.yelp.com/biz/west-end-hall-new-york?start=0
50043664,Yes,,,No,Full Bar,,No,,Yes,No,,,No,Yes,Street,No,,Yes,Yes,,Yes,Yes,Free,,Yes,"Casual, Trendy",Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,368,https://www.yelp.com/biz/quality-eats-new-york?start=0
50053268,Yes,,,No,Full Bar,,No,,Yes,,,Yes,No,Yes,Street,Yes,,Yes,Yes,,Yes,,No,,,Trendy,Casual,"Fri, Sat, Sun",,Yes,No,Dinner,,Loud,,No,$11-30,A,3.5,666,https://www.yelp.com/biz/elmo-new-york?start=0
41238209,Yes,,,,,,,,No,,,,,,,,,Yes,No,,,,,,,,,,,Yes,Yes,,,,,,Under $10,A,3,2,https://www.yelp.com/biz/towers-cafe-new-york-3?start=0
40671007,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Lunch, Late Night",,Average,,No,$11-30,A,3.5,162,https://www.yelp.com/biz/pig-n-whistle-new-york-11?start=0
40715372,Yes,,,No,No,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,,No,,No,,,Casual,Casual,,,No,Yes,Lunch,,Quiet,,,Under $10,A,4,143,https://www.yelp.com/biz/henrys-brooklyn?start=0
41499185,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,No,Street,Yes,,Yes,Yes,No,Yes,,Free,,Yes,Casual,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,3.5,779,https://www.yelp.com/biz/burger-and-barrel-new-york-3?start=0
50080782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,5,1,https://www.yelp.com/biz/canteenm-new-york?start=0
50016854,Yes,,,No,No,,Yes,,Yes,,,,No,No,,Yes,,Yes,No,,No,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,Under $10,P,3.5,67,https://www.yelp.com/biz/bocca-bliss-new-york?start=0
40690019,Yes,,,,Beer & Wine Only,,No,,Yes,,,,,No,,,,Yes,No,,,,,,,,,,,Yes,Yes,,,Quiet,,,Under $10,A,4.5,20,https://www.yelp.com/biz/modern-gourmet-new-york?start=0
40659211,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Pricey,A,3,20,https://www.yelp.com/biz/courtyard-marriott-new-york?start=0
50003434,No,,,No,No,,Yes,,No,,,,No,No,,Yes,,Yes,No,,No,,No,,,,,,,No,Yes,,,Average,,,$11-30,A,3,38,https://www.yelp.com/biz/q-marqet-new-york?start=0
41616501,Yes,,,No,,,No,,,,,,,No,Street,Yes,,Yes,,,,,Free,,Yes,,,,,,No,,,Quiet,,,Moderate,A,3.5,228,https://www.yelp.com/biz/argo-tea-new-york-3?start=0
50071467,Yes,No,,,Full Bar,,Yes,Yes,No,No,,Yes,Yes,Yes,,No,,Yes,Yes,,Yes,Yes,Free,,,Casual,Casual,Wed,No,Yes,No,Dessert,,,,,$11-30,,4,41,https://www.yelp.com/biz/tga-nyc-new-york?start=0
41013755,Yes,,,,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,No,No,,,,Free,,,,Casual,"Thu, Fri, Sat",,Yes,No,"Dinner, Late Night",Juke Box,Loud,,No,$11-30,A,3,110,https://www.yelp.com/biz/rumours-new-york?start=0
41640535,Yes,,,,No,,Yes,,No,,,,No,No,Street,Yes,,Yes,No,,No,,No,,,Casual,Casual,,,No,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,88,https://www.yelp.com/biz/balduccis-gourmet-on-the-go-new-york-2?start=0
40364443,,,,,,No,,,,,,,,,,,,,,,,,Free,,Yes,,,,,,,,,,,,,A,4.5,821,https://www.yelp.com/biz/new-york-public-library-new-york-70?start=0
50033791,Yes,No,,No,Beer & Wine Only,,No,,Yes,,,Yes,Yes,Yes,Garage,Yes,,Yes,Yes,No,Yes,No,Free,,Yes,"Hipster, Casual, Trendy",Casual,,,Yes,No,"Brunch, Lunch",,Average,,,$11-30,A,4.5,312,https://www.yelp.com/biz/bensons-nyc-new-york?start=0
41564945,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,,A,4,84,https://www.yelp.com/biz/radio-city-music-hall-new-york-5?start=0
50033451,Yes,,,Yes,Full Bar,,No,No,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,"Casual, Trendy",Casual,"Wed, Thu, Sat",No,Yes,Yes,"Brunch, Lunch, Dinner",,Average,,No,$11-30,A,3.5,433,https://www.yelp.com/biz/industry-kitchen-new-york?start=0
40664744,Yes,,,Yes,,,No,,,,,,,No,,Yes,,Yes,,,,,Free,,Yes,,,,,,,,,,,,Moderate,A,3.5,105,https://www.yelp.com/biz/starbucks-new-york-308?start=0
41144024,Yes,,,No,No,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,61,https://www.yelp.com/biz/ridgeway-diner-new-york?start=0
41225222,Yes,,,No,No,,Yes,,Yes,,,,No,No,,No,,Yes,No,,,,No,,,Casual,,,,No,No,Lunch,,Average,,,$11-30,A,3.5,154,https://www.yelp.com/biz/dishes-new-york-2?start=0
50032771,Yes,,,,,,,,Yes,,,,Yes,No,,,,Yes,No,,,,No,,,,,,,No,Yes,,,Average,,,Under $10,A,2.5,23,https://www.yelp.com/biz/west-side-cafe-new-york-79?start=0
50035766,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,No,Yes,,No,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,308,https://www.yelp.com/biz/smashburger-new-york-4?start=0
41426958,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,A,3.5,110,https://www.yelp.com/biz/hampton-inn-manhattan-times-square-south-new-york-2?start=0
41211246,Yes,No,,No,No,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,3,356,https://www.yelp.com/biz/sunburst-espresso-bar-new-york?start=0
50017241,Yes,No,,No,Beer & Wine Only,,Yes,,Yes,No,,,Yes,No,,No,,Yes,No,,No,Yes,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Average,,,$11-30,A,3.5,55,https://www.yelp.com/biz/6b-manhattan?start=0
50036670,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,3.5,28,https://www.yelp.com/biz/neuehouse-new-york?start=0
41633315,Yes,,,No,Full Bar,,Yes,No,Yes,No,,Yes,Yes,Yes,,Yes,,Yes,No,No,Yes,,Free,,Yes,Casual,Casual,"Mon, Wed, Sat",No,Yes,Yes,"Lunch, Dinner, Late Night",,Average,,No,$11-30,,3,182,https://www.yelp.com/biz/5-boro-burger-new-york-3?start=0
50069015,Yes,,,,No,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,No,,No,Yes,No,,,Casual,Casual,,,No,Yes,"Lunch, Late Night",,Average,,,$11-30,A,3.5,145,https://www.yelp.com/biz/fryguys-new-york-2?start=0
41177205,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,,No,,,Casual,,"Thu, Fri, Sat",Yes,Yes,No,Late Night,,Very Loud,,No,$11-30,A,3,766,https://www.yelp.com/biz/tonic-east-new-york?start=0
40560945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3,94,https://www.yelp.com/biz/ambassador-theatre-new-york?start=0
40424933,No,,,,,,,,,,,,,,Street,Yes,,,,,,,,,,,,,,,,,,,,,Ultra High-End,A,5,4,https://www.yelp.com/biz/creative-cakes-new-york-2?start=0
50044727,Yes,No,,No,Full Bar,,No,,No,No,,,No,No,Street,No,,No,Yes,,Yes,,No,,Yes,Trendy,Casual,,,Yes,No,Dinner,,Average,,,$31-60,A,4,128,https://www.yelp.com/biz/le-turtle-new-york?start=0
