,DBA,fetched_restaurant,similarity_index,sentiment_score,accepts credit cards,accepts bitcoin,accepts insurance,accepts apple pay,alcohol,by appointment only,caters,coat check,delivery,dogs allowed,hair types specialized in,happy hour,has tv,outdoor seating,parking,bike parking,smoking allowed,take-out,takes reservations,drive-thru,waiter service,wheelchair accessible,wi-fi,opened 24hrs,gender neutral restrooms,ambience,attire,best nights,good for dancing,good for groups,good for kids,good for,music,noise level,price range,has pool table,price_range,health_score,overall_rating,overall_reviews,restaurant_link,violation_score
40512852,DOC WATSONS,Doc Watson’s,96.0,0.647568,Yes,,,No,Full Bar,,Yes,No,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sun",No,Yes,No,,Live,Average,,No,$11-30,A,3.5,226.0,https://www.yelp.com/biz/doc-watsons-new-york?start=0,14.25
40513164,MCGEES PUB,McGee’s Pub,95.0,0.6670794999999999,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,"Garage, Street",Yes,,Yes,Yes,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Dinner, Late Night",,Average,,No,$11-30,A,3.5,557.0,https://www.yelp.com/biz/mcgees-pub-new-york-2?start=0,19.25
40513184,ACE BAR,Ace Bar,100.0,0.6395,Yes,No,,No,Full Bar,,,No,,No,,Yes,Yes,No,Street,Yes,,,Yes,,,Yes,Free,,,Divey,,"Wed, Fri, Sat",,Yes,No,,Juke Box,Loud,,Yes,Inexpensive,A,3.5,354.0,https://www.yelp.com/biz/ace-bar-new-york?start=0,18.333333333333332
40513609,SKYLIGHT DINER,Skylight Diner,100.0,0.2792365,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,Yes,,No,,,Casual,,,,Yes,Yes,"Breakfast, Brunch, Lunch",,Average,,,$11-30,A,3.0,461.0,https://www.yelp.com/biz/skylight-diner-new-york?start=0,16.4
40522190,KINGS CARRIAGE HOUSE,Kings’ Carriage House,98.0,0.8257712707182319,Yes,No,,,Beer & Wine Only,,Yes,,Yes,No,,,No,No,"Garage, Street",No,,No,Yes,,Yes,Yes,No,,Yes,Intimate,Casual,,,Yes,No,"Brunch, Lunch",,Average,,,$11-30,A,4.0,182.0,https://www.yelp.com/biz/kings-carriage-house-new-york?start=0,10.75
40526406,CLUB MACANUDO (CIGAR BAR),Club Macanudo,68.0,0.8174366666666667,Yes,,,No,Full Bar,,,,,,,No,Yes,No,Street,No,,,Yes,,,,No,,Yes,"Classy, Upscale",,,No,Yes,,,Live,Quiet,,No,Pricey,A,4.0,150.0,https://www.yelp.com/biz/club-macanudo-new-york?start=0,17.666666666666668
40535399,VON,Von,100.0,0.6618055000000002,Yes,,,No,Full Bar,,,,,,,,No,No,Street,Yes,,,No,,,,No,,,Casual,,,Yes,Yes,,,DJ,Average,,,Moderate,B,3.5,317.0,https://www.yelp.com/biz/von-new-york?start=0,16.0
40536280,TRINITY PUB,Trinity Pub,100.0,0.8316632075471698,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,No,,,No,,,,,,,Casual,,,,Yes,,,,Average,,No,Moderate,A,4.0,106.0,https://www.yelp.com/biz/trinity-pub-new-york?start=0,12.0
40536599,OLIVE TREE,Olive Tree Deli,80.0,0.223776,Yes,,,,,,,,Yes,,,,No,No,Street,No,,Yes,No,,,,,,,,,,,No,Yes,,,Average,,,Under $10,B,2.5,25.0,https://www.yelp.com/biz/olive-tree-deli-new-york?start=0,26.333333333333332
40537494,810 DELI & CAFE,810 Deli & Cafe,100.0,0.24024666666666672,Yes,,,No,No,,No,,Yes,,,,No,No,Street,No,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,"Breakfast, Lunch, Dessert",,Average,,,$11-30,A,3.0,162.0,https://www.yelp.com/biz/810-deli-and-cafe-new-york?start=0,12.0
40538766,RED EYE GRILL,Redeye Grill - Temp. CLOSED,60.0,0.7946645,Yes,,,No,Full Bar,,Yes,,No,,,,No,Yes,,No,,Yes,Yes,,,,No,,,Classy,Casual,,,Yes,No,Dinner,,Average,,,$31-60,,3.5,505.0,https://www.yelp.com/biz/redeye-grill-new-york?start=0,11.666666666666666
40545130,SPEEDY'S DELI,Speedy’s,67.0,0.4901255681818182,Yes,,,,No,,Yes,,Yes,,,,No,No,,No,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch",,Loud,,,$11-30,A,3.0,178.0,https://www.yelp.com/biz/speedys-new-york?start=0,20.2
40545741,BOB'S STEAK & CHOP HOUSE,Bob’s Steak & Chop House,96.0,0.8190796610169491,Yes,,,,Full Bar,,,,No,,,,Yes,No,,No,,No,Yes,,Yes,Yes,Free,,,,Dressy,,,Yes,No,,,Average,,,$31-60,A,4.0,59.0,https://www.yelp.com/biz/bobs-steak-and-chop-house-new-york?start=0,29.2
40547272,DEATH & CO,Death & Co,100.0,0.7400155,Yes,,,No,Full Bar,No,,No,,No,,,No,No,Street,No,,,No,,,,No,,Yes,Intimate,,"Tue, Wed, Thu",No,No,,,,Average,,No,Pricey,A,4.0,1400.0,https://www.yelp.com/biz/death-and-co-new-york-3?start=0,14.0
40550666,LITE DELIGHTS,Lite Delights,100.0,0.6753770114942528,Yes,,,No,,,Yes,,,,,,,,Street,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,Inexpensive,A,4.0,88.0,https://www.yelp.com/biz/lite-delights-new-york-2?start=0,15.5
40553443,DISTILLED,Distilled,100.0,0.751546,Yes,No,,No,Full Bar,,Yes,Yes,Yes,No,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,Yes,Yes,Free,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,"Brunch, Dinner",,Average,,No,$11-30,A,4.0,736.0,https://www.yelp.com/biz/distilled-new-york?start=0,16.25
40559633,GOTHAM CAFE (INSIDE THE WATSON HOTEL),The Watson Hotel,60.0,0.12763082706766915,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Moderate,,2.0,133.0,https://www.yelp.com/biz/the-watson-hotel-new-york?start=0,18.25
40559634,TICK TOCK DINER,Tick Tock Diner,100.0,0.4158665000000001,Yes,,,No,Beer & Wine Only,,No,,Yes,,,,Yes,No,"Garage, Street",Yes,,Yes,Yes,,,,No,,,Casual,,,,Yes,Yes,Breakfast,,Average,,,$11-30,A,2.5,971.0,https://www.yelp.com/biz/tick-tock-diner-new-york?start=0,37.0
40559636,TRATTORIA BIANCA,Trattoria Bianca,100.0,0.6172259615384614,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,No,Street,Yes,,Yes,Yes,,Yes,,Free,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,3.5,105.0,https://www.yelp.com/biz/trattoria-bianca-new-york-3?start=0,27.25
40560935,MUSIC BOX THEATER,Music Box Theatre,94.0,0.585044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3.5,76.0,https://www.yelp.com/biz/music-box-theatre-new-york-2?start=0,7.333333333333333
40560941,LYCEUM THEATRE,Lyceum Theatre,100.0,0.6610749999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3.5,101.0,https://www.yelp.com/biz/lyceum-theatre-new-york?start=0,2.3333333333333335
40560945,AMBASSADOR THEATRE,Ambassador Theatre,100.0,0.5922279569892474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,3.0,94.0,https://www.yelp.com/biz/ambassador-theatre-new-york?start=0,2.0
40564625,WAKAMBA,Nassau Bar,47.0,0.5642530612244898,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,,Divey,,,No,Yes,,,,Loud,,Yes,Inexpensive,A,3.0,49.0,https://www.yelp.com/biz/nassau-bar-new-york?start=0,13.333333333333334
40566482,KFC,KFC,100.0,0.043411764705882344,Yes,,,,,,No,,No,,,,,,,No,,Yes,No,,,,No,,,,,,,Yes,Yes,,,,,,Under $10,A,2.0,17.0,https://www.yelp.com/biz/kfc-new-york-32?start=0,4.666666666666667
40567533,THE THIRSTY SCHOLAR,The Thirsty Scholar,100.0,0.5969935828877005,Yes,,,No,Full Bar,,,,,,,Yes,Yes,No,Street,Yes,,,No,,,,Free,,,Casual,,"Thu, Fri, Sat",,Yes,,,,Average,,No,Moderate,A,3.5,187.0,https://www.yelp.com/biz/the-thirsty-scholar-new-york?start=0,23.0
40572098,THE SPRING LOUNGE,The Spring Lounge,100.0,0.6458525,Yes,No,,,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,Free,,,"Divey, Casual",,"Thu, Fri, Sat",,Yes,,,,Average,,No,Moderate,A,3.5,228.0,https://www.yelp.com/biz/the-spring-lounge-new-york?start=0,7.0
40573929,ARABELLE,Arabelle,100.0,0.6184416666666667,Yes,,,,Full Bar,,,,No,,,,No,No,,,,No,Yes,,,,,,,,Dressy,,,Yes,No,,,,,,$31-60,A,3.0,24.0,https://www.yelp.com/biz/arabelle-new-york?start=0,12.0
40574293,LA BONBONNIERE,La Bonbonniere,100.0,0.7218665,No,,,No,No,,No,,No,,,,No,Yes,Street,Yes,,Yes,No,No,Yes,,No,,Yes,Divey,,,,No,Yes,"Breakfast, Brunch",,Average,,,Under $10,B,4.0,330.0,https://www.yelp.com/biz/la-bonbonniere-new-york?start=0,24.25
40577676,SARABETH'S KITCHEN,Sarabeth’s East,67.0,0.6880879999999999,Yes,,,,Full Bar,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,Yes,,Yes,,No,,Yes,,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,A,3.5,604.0,https://www.yelp.com/biz/sarabeths-east-new-york-2?start=0,17.2
40585860,N.Y. LIFE EXECUTIVE DINING ROOM .,Sarge’s Delicatessen & Diner,36.0,0.8568475,Yes,,,No,Full Bar,,Yes,,Yes,,,No,Yes,No,"Garage, Street",Yes,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Lunch, Dinner",,Average,,,$11-30,A,4.0,932.0,https://www.yelp.com/biz/sarges-delicatessen-and-diner-new-york-2?start=0,2.0
40591422,THE PARLOUR,The Parlour,100.0,0.5952342857142857,Yes,,,,Full Bar,,No,No,No,,,Yes,Yes,No,Street,Yes,,Yes,No,,Yes,No,No,,Yes,Casual,Casual,"Thu, Fri, Sat",,Yes,No,Late Night,,Average,,Yes,$11-30,A,3.0,140.0,https://www.yelp.com/biz/the-parlour-new-york?start=0,22.5
40592285,BOWLMOR CHELSEA PIERS,Bowlmor Chelsea Piers,100.0,0.48950449999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666666666666668
40592566,FRED'S,FRED.,73.0,0.7481823529411763,Yes,No,,No,,No,,,,,"Asian Hair, Curly Hair, Extensions, Coloring, Kids' Hair",,,,Street,Yes,,,,,,No,,,,,,,,,Yes,,,,,,Moderate,,4.5,35.0,https://www.yelp.com/biz/fred-new-york-4?start=0,7.333333333333333
40593315,READE STREET PUB & KITCHEN,Reade Street Pub & Kitchen,100.0,0.7228329545454546,Yes,,,No,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,Yes,No,,,,Free,,,Casual,Casual,"Wed, Fri, Sat",,Yes,No,"Lunch, Dinner, Late Night",,Average,,Yes,$11-30,A,3.5,88.0,https://www.yelp.com/biz/reade-street-pub-and-kitchen-new-york?start=0,10.333333333333334
40599004,BOTANICA BAR,Botanica Bar,100.0,0.7322460000000001,Yes,,,No,Full Bar,,,No,,,,Yes,No,No,Street,No,,,No,,,,Free,,Yes,"Divey, Casual",,"Thu, Fri, Sat",No,Yes,,,,Average,,No,Inexpensive,A,4.0,340.0,https://www.yelp.com/biz/botanica-bar-new-york?start=0,13.0
40601189,LE GLACIER,Le Glacier,100.0,-0.10049999999999999,Yes,,,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,,,Inexpensive,A,2.0,2.0,https://www.yelp.com/biz/le-glacier-manhattan?start=0,17.4
40603518,"LE PARKER MERIDIEN (NORMA'S, BURGER JOINT)",burger joint,44.0,0.6610585,Yes,No,,No,Beer & Wine Only,,No,,No,,,,Yes,No,"Garage, Street",No,,Yes,No,No,,,No,,Yes,Casual,Casual,,,No,Yes,"Lunch, Dinner",,Average,,,$11-30,,3.5,2222.0,https://www.yelp.com/biz/burger-joint-new-york?start=0,28.2
40603807,JOSHUA TREE,Joshua Tree,100.0,0.5972245,Yes,,,No,Full Bar,,No,,No,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,No,,Yes,,Casual,,Yes,Yes,No,Late Night,,Very Loud,,No,$11-30,A,3.0,357.0,https://www.yelp.com/biz/joshua-tree-new-york?start=0,15.6
40605319,42ND STREET PIZZA DINER,42nd Street Pizza,85.0,0.1743026666666667,Yes,No,,,Beer & Wine Only,,Yes,,Yes,No,,,Yes,No,Street,Yes,,Yes,,,Yes,,Free,,Yes,Casual,,,,Yes,Yes,"Lunch, Dinner",,Average,,,$11-30,A,2.5,75.0,https://www.yelp.com/biz/42nd-street-pizza-new-york?start=0,9.333333333333334
40606772,GEMINI DINER,Gemini,67.0,0.5588608040201006,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,Free,,,Casual,,,,Yes,Yes,"Breakfast, Brunch, Lunch, Late Night",,Average,,,$11-30,A,3.5,199.0,https://www.yelp.com/biz/gemini-new-york?start=0,11.0
40610554,THE SUMMIT,The Summit Bar,83.0,0.8730129999999999,Yes,,,No,Full Bar,,Yes,,No,,,,No,Yes,Street,Yes,,No,Yes,,,,Free,,Yes,Trendy,Casual,"Thu, Fri, Sat",No,Yes,No,Late Night,Background,Average,,No,$11-30,A,4.0,380.0,https://www.yelp.com/biz/the-summit-bar-new-york?start=0,14.666666666666666
40619544,CAFETERIA,Cafeteria,100.0,0.6577629999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75
40621072,POINT BREAK,Point Break,100.0,0.7332955,Yes,,,No,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,Yes,,,,Free,,Yes,"Divey, Casual",,"Thu, Fri, Sat",,Yes,No,Late Night,,Loud,,No,$11-30,A,3.5,220.0,https://www.yelp.com/biz/point-break-new-york-2?start=0,13.75
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),French Roast Uptown,39.0,0.7713929999999999,Yes,,,No,Full Bar,,No,,Yes,,,Yes,No,Yes,Street,Yes,,Yes,No,,,,No,,Yes,Casual,Casual,,No,Yes,Yes,Brunch,,Average,,No,$11-30,A,3.0,506.0,https://www.yelp.com/biz/french-roast-uptown-new-york-2?start=0,26.166666666666668
40635454,THE LOWELL,The Lowell,100.0,0.6929914285714286,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Ultra High-End,A,4.0,35.0,https://www.yelp.com/biz/the-lowell-new-york?start=0,8.333333333333334
40638792,MERCER KITCHEN,Mercer Kitchen,100.0,0.6308055,Yes,,,No,Full Bar,,No,Yes,No,,,No,No,No,Street,No,,No,Yes,,,,No,,,Trendy,Casual,,No,Yes,No,Dinner,,Average,,,$31-60,A,3.5,1472.0,https://www.yelp.com/biz/the-mercer-kitchen-new-york-6?start=0,11.5
40645474,OLD JOHN'S LUNCHEONETTE,Old John’s Luncheonette,96.0,0.5888319148936171,Yes,,,No,Full Bar,,No,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,,Casual,,,,Yes,Yes,Breakfast,,Quiet,,,$11-30,A,3.5,94.0,https://www.yelp.com/biz/old-johns-luncheonette-new-york-2?start=0,11.666666666666666
40652016,NEW YORK UNIVERSITY- HALL CAFE/BURGER STUDIO,Paul’s Da Burger Joint,39.0,0.4498425531914893,No,,,No,Beer & Wine Only,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,No,,,No,,,Casual,Casual,,,Yes,Yes,"Lunch, Dinner",,Average,,,Under $10,A,4.0,900.0,https://www.yelp.com/biz/pauls-da-burger-joint-new-york-2?start=0,6.0
40653502,V-BAR & CAFE,VBar & Cafe,96.0,0.599694,Yes,No,,,Beer & Wine Only,,No,,,,,,No,No,Street,Yes,,No,No,,,,Free,,,"Casual, Intimate",,"Tue, Wed, Fri",No,No,No,,,Average,,,Moderate,A,3.5,231.0,https://www.yelp.com/biz/vbar-and-cafe-new-york-4?start=0,23.0
40659211,NOSH! - COURTYARD BY MARRIOTT,Courtyard Marriott,77.0,0.34808999999999996,Yes,,,No,,,,,,,,,,,,,,,,,,,Free,,,,,,,,,,,,,,Pricey,A,3.0,20.0,https://www.yelp.com/biz/courtyard-marriott-new-york?start=0,8.666666666666666
40660748,ALTA,Alta,100.0,0.8140754999999998,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,No,,No,Yes,,Yes,,No,,,Romantic,Casual,,,Yes,No,Dinner,,Loud,,,$31-60,A,4.0,1738.0,https://www.yelp.com/biz/alta-new-york?start=0,14.666666666666666
40661616,SESSION 73,Session 73,100.0,0.6208555,Yes,,,,Full Bar,,Yes,,Yes,,,,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,,Casual,Casual,,,Yes,No,Late Night,Live,Very Loud,,No,$11-30,A,3.5,208.0,https://www.yelp.com/biz/session-73-new-york?start=0,10.0
40662495,JOE'S PUB,Joe’s Pub at The Public,50.0,0.6869759999999999,Yes,No,,No,Full Bar,,,,,,,,No,No,Street,Yes,,,Yes,,,,Free,,Yes,Intimate,,,,Yes,No,,Live,Loud,,No,Moderate,A,3.5,257.0,https://www.yelp.com/biz/joes-pub-at-the-public-new-york?start=0,15.666666666666666
40664744,STARBUCKS,Starbucks,100.0,0.4431826923076923,Yes,,,Yes,,,No,,,,,,,No,,Yes,,Yes,,,,,Free,,Yes,,,,,,,,,,,,Moderate,A,3.5,105.0,https://www.yelp.com/biz/starbucks-new-york-308?start=0,8.666666666666666
40665359,VIC'S,Vic’s,80.0,0.869599,Yes,,,No,Full Bar,,No,,No,,,Yes,No,Yes,"Garage, Street",No,,Yes,Yes,,Yes,Yes,Free,,,Casual,Casual,,,Yes,Yes,Dinner,,Average,,,$11-30,A,4.0,362.0,https://www.yelp.com/biz/vics-new-york?start=0,7.333333333333333
40666183,QUEEN VIC,Queen Vic,100.0,0.7826973684210526,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,No,,,,Free,,,Casual,,,,Yes,,,,Quiet,,No,Inexpensive,A,4.0,76.0,https://www.yelp.com/biz/queen-vic-new-york?start=0,11.666666666666666
40671007,PIG & WHISTLE ON 3RD,Pig n Whistle,73.0,0.5669863354037267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.666666666666668
40674838,HI LIFE BAR & GRILL,Uno Pizzeria & Grill,62.0,0.40846199999999994,Yes,,,Yes,Full Bar,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,Yes,,,,Free,,Yes,Casual,,,,Yes,Yes,Dinner,,Average,,,$11-30,A,2.5,213.0,https://www.yelp.com/biz/uno-pizzeria-and-grill-new-york-3?start=0,7.0
40680918,ELI'S TABLE,Eli’s Table,91.0,0.8016085714285714,Yes,No,,,Full Bar,,Yes,,No,,,,No,No,,Yes,,Yes,Yes,,Yes,Yes,No,,,,Casual,,,Yes,Yes,"Breakfast, Brunch",,Average,,,$11-30,,3.5,35.0,https://www.yelp.com/biz/elis-table-new-york-4?start=0,16.75
40689838,SMOKE,Smoke Scene,62.0,0.6380857142857143,Yes,,,,,,,,,,,,,,Street,No,,,,,,,,,,,,,,,,,,,,,Moderate,,4.5,15.0,https://www.yelp.com/biz/smoke-scene-new-york?start=0,17.666666666666668
40690019,MODERN GOURMET,Modern Gourmet,100.0,0.66971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6
40690158,FRESCO ON THE GO,Fresco On The Go,100.0,0.5235094339622642,Yes,,,No,No,,Yes,,Yes,,,,Yes,No,Street,No,,Yes,No,,,,Free,,Yes,Casual,Casual,,,Yes,Yes,Lunch,,Loud,,,$11-30,A,3.0,53.0,https://www.yelp.com/biz/fresco-on-the-go-new-york?start=0,16.5
40694767,NEW YORK LUNCHEONETTE,New York Luncheonette,100.0,0.622374375,Yes,,,No,Beer & Wine Only,,Yes,,Yes,,,,No,No,Street,Yes,,Yes,No,,Yes,,No,,,Casual,Casual,,,Yes,Yes,Breakfast,,Average,,,$11-30,A,3.5,183.0,https://www.yelp.com/biz/new-york-luncheonette-new-york?start=0,18.25
40705931,BLUE HILL RESTAURANT,Blue Hill,62.0,0.862097,Yes,,,No,Full Bar,,No,,No,,,,No,No,Street,Yes,,No,Yes,,Yes,,No,,Yes,Classy,Dressy,,,No,No,Dinner,,Average,,,Above $61,A,4.5,921.0,https://www.yelp.com/biz/blue-hill-new-york?start=0,18.0
40709138,THALIA,Thalia,100.0,0.6024324999999999,Yes,,,No,Full Bar,,Yes,,Yes,,,Yes,Yes,Yes,Street,Yes,,Yes,Yes,,,,Free,,Yes,Trendy,Casual,,,Yes,No,Dinner,,Average,,,$11-30,A,3.5,845.0,https://www.yelp.com/biz/thalia-new-york?start=0,15.75
40715372,HENRY'S,Henry’s,86.0,0.6825580419580419,Yes,,,No,No,,No,,Yes,,,,No,No,Street,Yes,,Yes,No,,No,,No,,,Casual,Casual,,,No,Yes,Lunch,,Quiet,,,Under $10,A,4.0,143.0,https://www.yelp.com/biz/henrys-brooklyn?start=0,21.0
40719059,PARK BAR,Park Bar,100.0,0.7182415662650602,Yes,,,,Full Bar,,,No,,,,Yes,No,No,Street,Yes,,,No,,,Yes,No,,,Casual,,,No,No,,,,Average,,No,Moderate,A,3.5,166.0,https://www.yelp.com/biz/park-bar-new-york?start=0,16.75
40720911,ANOTHEROOM,Anotheroom,100.0,0.7532775510204082,Yes,,,No,Beer & Wine Only,,,,,,,Yes,No,Yes,Street,Yes,,,No,,,,No,,,Intimate,,"Wed, Thu, Fri",,Yes,,,,Average,,No,Moderate,A,4.0,148.0,https://www.yelp.com/biz/anotheroom-new-york?start=0,9.666666666666666
40723644,TEN DEGREES,Ten Degrees Bar,85.0,0.8351085,Yes,No,,No,Full Bar,,No,,No,,,Yes,Yes,No,Street,Yes,,No,Yes,,Yes,,No,,Yes,Casual,Casual,"Thu, Fri, Sat",No,Yes,No,Late Night,,Average,,,$11-30,B,4.0,809.0,https://www.yelp.com/biz/ten-degrees-bar-new-york?start=0,22.25
40723673,FAT BLACK PUSSY CAT,The Fat Black Pussycat,88.0,0.6660365000000001,Yes,,,No,Full Bar,,,,,,,,Yes,No,Street,Yes,,,Yes,,,,Free,,,Casual,,"Thu, Fri, Sat",Yes,Yes,,,DJ,Loud,,Yes,Moderate,A,3.5,512.0,https://www.yelp.com/biz/the-fat-black-pussycat-new-york-2?start=0,7.0
40724274,THE WHEELTAPPER,The Wheeltapper Pub,88.0,0.514788125,Yes,,,No,Full Bar,,Yes,,No,,,,Yes,Yes,Street,No,,Yes,Yes,No,,,Free,,,Casual,Casual,,,Yes,No,Lunch,,Average,,No,$11-30,A,3.0,160.0,https://www.yelp.com/biz/the-wheeltapper-pub-new-york?start=0,18.5
40726811,RELIABLE FOOD,Reliable Food,100.0,0.42772758620689655,Yes,,,No,No,,,,Yes,,,,No,No,,No,,Yes,No,,,,No,,,,,,,No,No,,,Average,,,$11-30,A,3.5,29.0,https://www.yelp.com/biz/reliable-food-new-york?start=0,18.75
40729819,GUASTAVINO'S,Guastavino’s,92.0,0.5922074626865672,Yes,,,No,,,,,,,,,,,,,,,,,,,Paid,,Yes,,,,,,,,,,,,,A,3.5,67.0,https://www.yelp.com/biz/guastavinos-new-york-2?start=0,22.333333333333332
40732696,GIACOMO FINE FOODS,Giacomo Fine Foods,100.0,0.7397222222222221,Yes,No,,No,,,,,,,,,,,,Yes,,Yes,No,,,Yes,,,,,,,,,Yes,,,,,,Under $10,A,4.0,27.0,https://www.yelp.com/biz/giacomo-fine-foods-new-york?start=0,11.5
40736836,SILVER STAR RESTAURANT,Silver Star Resturant,98.0,0.6929750000000001,Yes,,,,Beer & Wine Only,,Yes,,Yes,,,,,No,,No,,Yes,Yes,,Yes,,,,,,Casual,,,Yes,Yes,,,Average,,,$11-30,,3.5,12.0,https://www.yelp.com/biz/silver-star-resturant-new-york?start=0,9.5
40738920,GEORGE KEELEY,George Keeley,100.0,0.810231,Yes,No,,No,Full Bar,,No,,No,,,,Yes,No,Street,Yes,,Yes,No,,,,Free,,,Casual,Casual,"Thu, Fri, Sat",,Yes,No,Late Night,,Average,,No,$11-30,A,4.0,320.0,https://www.yelp.com/biz/george-keeley-new-york?start=0,14.75
40739412,APPLEBEE'S,Applebee’s Grill + Bar,56.0,0.11299300000000002,Yes,,,,Full Bar,,No,,Yes,,,Yes,Yes,No,Street,No,,Yes,No,,,,Free,,,Touristy,Casual,"Mon, Tue, Wed",,Yes,Yes,Dinner,,Average,,No,$11-30,A,2.0,423.0,https://www.yelp.com/biz/applebees-grill-bar-new-york-3?start=0,9.25
40739883,CAFE CELLO DELI,Atlas Cafe & Bakery,41.0,0.60156,Yes,,,No,No,,No,,Yes,,,,No,Yes,Street,Yes,,Yes,No,,No,,Free,,,Casual,Casual,,,No,Yes,"Breakfast, Lunch",,Average,,,Under $10,A,3.5,455.0,https://www.yelp.com/biz/atlas-cafe-and-bakery-new-york-2?start=0,10.666666666666666
40746574,BAR COASTAL,Bar-Coastal NYC,77.0,0.7576750000000001,Yes,,,,Full Bar,,,,,,,,Yes,Yes,Street,Yes,,,No,,,,Free,,,Casual,,"Thu, Sat, Sun",,Yes,,,,Loud,,No,Moderate,A,4.0,261.0,https://www.yelp.com/biz/bar-coastal-nyc-new-york?start=0,14.5
40750263,ROOM SERVICE KITCHEN,Obsessive Cleaning,47.0,0.9029764705882353,Yes,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.0,https://www.yelp.com/biz/obsessive-cleaning-new-york-6?start=0,6.666666666666667
40750264,TIMES SQUARE CAFE,Time Square Cafe,97.0,0.04265000000000002,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2.0,2.0,https://www.yelp.com/biz/time-square-cafe-new-york?start=0,19.0
40750275,BROADWAY LOUNGE,Broadway 49 Bar & Lounge,77.0,0.5352076923076923,Yes,,,,Full Bar,,,,,,,No,Yes,No,,No,,,Yes,,,Yes,Free,,,,,,No,Yes,,,,Loud,,,Moderate,,3.0,13.0,https://www.yelp.com/biz/broadway-49-bar-and-lounge-new-york?start=0,7.333333333333333
40750279,VIEW RESTAURANT,Fashion Restaurant,73.0,0.4443142857142857,Yes,No,,,Full Bar,,,,No,,,Yes,Yes,Yes,Valet,,,Yes,Yes,,Yes,Yes,Free,,,,Casual,,,No,No,,,Average,,,$11-30,,3.5,10.0,https://www.yelp.com/biz/fashion-restaurant-new-york-7?start=0,10.333333333333334
40750612,STROKOS PIZZA DELI,Strokos PIzza & Deli Restaurant,73.0,0.2048549295774648,Yes,No,,Yes,No,,Yes,,Yes,,,,Yes,No,Street,Yes,,Yes,No,,,,No,,,,,,,Yes,Yes,Lunch,,Average,,,Under $10,A,2.5,71.0,https://www.yelp.com/biz/strokos-pizza-and-deli-restaurant-new-york-2?start=0,16.25
40761262,CIRCLE IN THE SQUARE THEATRE,Circle in the Square Theatre,100.0,0.7154216216216216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,A,4.5,74.0,https://www.yelp.com/biz/circle-in-the-square-theatre-new-york?start=0,5.666666666666667
